Track,Year,Artist,Yearly Rank,Source,Prefix,CH,40,10,PK,Time
A Whiter Shade Of Pale,1967,Procol Harum,51.0,a,1967_051,12.0,10.0,7.0,2.0,4:00
A Woman In Love,1955,Four Aces,103.0,DJ,1955_103,17.0,12.0,,1.0,3:13
A Woman In Love,1955,Frankie Laine,143.0,BS,1955_143,17.0,10.0,,1.0,2:17
A Woman's Love,1964,Carla Thomas,493.0,a,1964_493,4.0,0.0,0.0,1.0,2:52
A Woman's Love,2007,Alan Jackson,273.0,b,2007_273,12.0,0.0,0.0,4.0,4:13
A Wonderful Guy,1949,Dinah Shore,223.0,h,1949_224,2.0,,,1.0,
A Wonderful Guy,1949,Fran Warren,154.0,h,1949_154,5.0,,,1.0,
A Wonderful Guy,1949,Evelyn Knight,,h,1949_220,3.0,,,1.0,
A Wonderful Guy,1949,Margaret Whiting,105.0,h,1949_105,12.0,,,2.0,2:47
A World Without Love,1964,Peter and Gordon,20.0,a,1964_020,12.0,11.0,8.0,1.0,2:38
A World Without Love,1964,Bobby Rydell,537.0,a,1964_537,6.0,0.0,0.0,1.0,2:49
A Young Man's Fancy,1920,Isham Jones & His Orchestra,142.0,m,1920_142,1.0,,,,
A Young Man's Fancy,1920,Art Hickman & His Orchestra,98.0,m,1920_098,2.0,,,,
"A-Tisket, A-Tasket",1938,Tommy Dorsey & His Orchestra,225.0,m,1938_225,2.0,,,,
"A-Tisket, A-Tasket",1938,Ella Fitzgerald (Chick Webb Orchestra),1.0,m,1938_001,19.0,,,10.0,
ABC,1970,"Jackson 5, The",13.0,a,1970_013,13.0,12.0,9.0,2.0,2:56
ABC,2011,Glee Cast,428.0,h,2011_428,1.0,0.0,0.0,1.0,2:54
Abide with Me,1913,Alma Gluck & Louise Homer,103.0,m,1913_102,1.0,,,,
Abide with Me,1910,Elizabeth Wheeler,72.0,m,1910_072,3.0,,,,
About a Quarter to Nine,1935,Victor Young & His Orchestra,55.0,m,1935_055,6.0,,,,
About a Quarter to Nine,1935,Ozzie Nelson & His Orchestra,45.0,m,1935_045,12.0,,,,
About a Quarter to Nine,1935,Johnny Green & His Orchestra,67.0,m,1935_067,11.0,,,,
Abraham,1944,Freddy Martin & His Orchestra,141.0,h,1944_141,1.0,,,,
Abraham,1942,Freddy Martin & His Orchestra,235.0,m,1942_239,1.0,,,,
"Abraham, Martin And John",1968,Dion,43.0,a,1968_043,14.0,12.0,7.0,2.0,3:15
"Abraham, Martin And John",1969,Moms Mabley,239.0,a,1969_239,6.0,2.0,0.0,2.0,3:48
"Abraham, Martin And John",1969,Smokey Robinson,227.0,a,1969_227,6.0,2.0,0.0,2.0,2:58
Absence Makes the Heart Grow Fonder,1901,George J. Gaskin,15.0,m,1901_015,6.0,,,3.0,
Absence Makes the Heart Grow Fonder,1901,Harry Macdonough,7.0,m,1901_007,8.0,,,3.0,
Absence Makes the Heart Grow Fonder,1902,Jules Levy,25.0,m,1902_025,3.0,,,,
Ac-Cent-Tchu-Ate The Positive,1945,Johnny Mercer & Pied Pipers,11.0,h,1945_011,16.0,,,2.0,2:46
Ac-Cent-Tchu-Ate The Positive,1945,Artie Shaw & His Orchestra,56.0,h,1945_056,7.0,,,,3:07
Ac-Cent-Tchu-Ate The Positive,1945,Kay Kyser & His Orchestra,176.0,h,1945_176,2.0,,,,3:00
Ac-Cent-Tchu-Ate The Positive,1945,Bing Crosby & Andrews Sisters,22.0,h,1945_022,9.0,,,1.0,2:40
Accent on Youth,1935,Duke Ellington & His Famous Orchestra,88.0,m,1935_088,7.0,,,,
Accent on Youth,1935,Paul Pendarvis & His Orchestra,219.0,m,1935_219,2.0,,,,
Across The Alley From The Alamo,1947,Woody Herman & His Orchestra,144.0,h,1947_145,2.0,,,,
Across The Alley From The Alamo,1947,Mills Brothers,28.0,h,1947_028,15.0,,,2.0,2:28
Across The Alley From The Alamo,1947,Stan Kenton & His Orchestra,130.0,h,1947_130,5.0,,,,2:39
Across the Wide Missouri,1951,Paul Weston & His Orchestra,169.0,h,1951_169,4.0,,,1.0,
Across the Wide Missouri,1951,Hugo Winterhalter & His Orchestra,196.0,h,1951_197,4.0,,,1.0,3:08
Action,1965,Freddy Cannon,139.0,a,1965_139,9.0,6.0,0.0,1.0,2:10
Action,1984,"Evelyn ""Champagne"" King",355.0,a,1984_355,7.0,0.0,0.0,1.0,3:24
Action,1976,Sweet,140.0,a,1976_140,14.0,7.0,0.0,1.0,3:29
Action,1994,Terror Fabulous,158.0,a,1994_158,20.0,0.0,0.0,3.0,3:48
Addicted,2008,Saving Abel,104.0,b,2008_104,34.0,16.0,0.0,1.0,3:42
Addicted,2003,Simple Plan,175.0,y,2003_175,19.0,0.0,0.0,1.0,3:52
Adios,1952,Gisele MacKenzie,115.0,h,1952_115,4.0,,,,2:51
Adios,1948,Glenn Miller & His Orchestra,345.0,h,1948_203,1.0,,,,3:03
Adios,1941,Glenn Miller & His Orchestra,146.0,h,1941_135,5.0,,,,
Adorable,1955,Fontane Sisters,208.0,Top,1955_208,11.0,,,2.0,2:12
Adorable,1933,Wayne King & His Orchestra,116.0,m,1933_116,3.0,,,,
Afghanistan,1920,Ben Selvin & His Orchestra,39.0,m,1920_039,4.0,,,,
Afghanistan,1920,Prince's Orchestra,122.0,m,1920_122,1.0,,,,
After All,1984,Al Jarreau,326.0,a,1984_326,9.0,0.0,0.0,1.0,3:59
After All,1939,Tommy Dorsey & His Orchestra,254.0,m,1939_254,3.0,,,,
After All,1989,Cher,75.0,a,1989_075,20.0,11.0,4.0,1.0,4:03
After All,1919,Reinald Werrenrath,96.0,m,1919_096,2.0,,,,
After Midnight,2011,Blink-182,427.0,h,2011_427,1.0,0.0,0.0,1.0,3:26
After Midnight,1970,Eric Clapton,139.0,a,1970_139,12.0,8.0,0.0,2.0,2:51
After Midnight,1974,Maggie Bell,488.0,a,1974_488,3.0,0.0,0.0,1.0,2:34
After Midnight,1972,J.J. Cale,252.0,a,1972_252,11.0,0.0,0.0,2.0,2:23
After School,1957,Randy Starr,223.0,Top,1957_223,11.0,2.0,0.0,1.0,2:28
After School,1956,Tommy Charles,480.0,Top,1956_480,3.0,0.0,0.0,1.0,3:05
After You've Gone,1935,Benny Goodman Trio,279.0,m,1935_279,1.0,,,,
After You've Gone,1937,Lionel Hampton & His Orchestra,106.0,m,1937_106,3.0,,,,
After You've Gone,1918,Henry Burr & Albert Campbell,17.0,m,1918_017,7.0,,,2.0,
After You've Gone,1930,Paul Whiteman & His Orchestra (Vocal Bing Crosby),152.0,m,1930_152,2.0,,,,
After You've Gone,1932,Louis Armstrong,179.0,m,1932_179,2.0,,,,
After You've Gone,1937,Quintet of the Hot Club of France,375.0,m,1937_375,1.0,,,,
After You've Gone,1919,Marion Harris,7.0,m,1919_007,9.0,,,3.0,
After You've Gone,1919,Billy Murray & Gladys Rice,113.0,m,1919_113,1.0,,,,
After You've Gone,1927,Sophie Tucker (Miff Mole Orchestra),122.0,m,1927_122,3.0,,,,
After You've Gone,1927,Bessie Smith,82.0,m,1927_082,4.0,,,,
After the Ball,1893,John Yorke Atlee,9.0,m,1893_009,3.0,,,3.0,
After the Ball,1893,George J. Gaskin,1.0,m,1893_001,10.0,,,10.0,
Again,1949,Doris Day,21.0,h,1949_021,19.0,,,2.0,2:50
Again,2005,Faith Evans,186.0,b,2005_186,14.0,0.0,0.0,1.0,3:41
Again,1949,Art Mooney & His Orchestra,62.0,h,1949_067,17.0,,,1.0,3:01
Again,1949,Vera Lynn,231.0,h,1949_232,3.0,,,1.0,
Again,1949,Tommy Dorsey & His Orchestra,59.0,h,1949_061,15.0,,,1.0,3:31
Again,1993,Janet Jackson,9.0,a,1993_009,23.0,22.0,15.0,2.0,3:47
Again,1949,Gordon Jenkins & His Orchestra,19.0,h,1949_019,23.0,,,3.0,2:48
Again,2001,Lenny Kravitz,28.0,y,2001_028,32.0,28.0,14.0,6.0,3:44
Again,1949,Mel Torme,31.0,h,1949_034,18.0,,,1.0,3:10
Again,1949,Vic Damone,55.0,h,1949_059,21.0,,,1.0,2:53
Aggravatin' Papa,1923,Marion Harris,26.0,m,1923_026,6.0,,,,
Aggravatin' Papa,1923,Sophie Tucker,122.0,m,1923_122,1.0,,,,
Aggravatin' Papa,1923,Bessie Smith,142.0,m,1923_142,1.0,,,,
Ah! Sweet Mystery of Life,1939,Bing Crosby,198.0,m,1939_198,1.0,,,,
Ah! Sweet Mystery of Life,1928,Fred Waring's Pennsylvanians,21.0,m,1928_021,9.0,,,1.0,
Ah! Sweet Mystery of Life,1935,Nelson Eddy,78.0,m,1935_078,6.0,,,,
Ah! Sweet Mystery of Life,1928,Leo Reisman & His Orchestra,74.0,m,1928_074,5.0,,,,
Ain't Gonna Hurt Nobody,1978,Brick,446.0,a,1978_446,4.0,0.0,0.0,1.0,3:06
Ain't Gonna Hurt Nobody,1992,Kid 'N Play,211.0,a,1992_211,19.0,0.0,0.0,1.0,4:48
Ain't Got No Home,1957,"Clarence Henry ""Frog Man""",167.0,BS,1957_167,16.0,3.0,0.0,1.0,2:19
Ain't Got No Home,1973,"Band, The",397.0,a,1973_397,7.0,0.0,0.0,2.0,3:20
Ain't It A Shame,1965,Major Lance,614.0,a,1965_614,3.0,0.0,0.0,2.0,2:00
Ain't It A Shame,1955,Fats Domino,75.0,JB,1955_075,13.0,13.0,1.0,1.0,2:23
Ain't Misbehavin',1929,Gene Austin,105.0,m,1929_105,3.0,,,,
Ain't Misbehavin',1937,Teddy Wilson & His Orchestra,107.0,m,1937_107,3.0,,,,
Ain't Misbehavin',1929,Bill Robinson & Irving Mills Gang,89.0,m,1929_089,3.0,,,,
Ain't Misbehavin',1929,Ruth Etting,198.0,m,1929_198,1.0,,,,
Ain't Misbehavin',1929,Leo Reisman & His Orchestra,27.0,m,1929_027,7.0,,,1.0,
Ain't Misbehavin',1929,Louis Armstrong,72.0,m,1929_072,4.0,,,,
Ain't Misbehavin',1929,Fats Waller,206.0,m,1929_206,1.0,,,,
Ain't No Mountain High Enough,1970,Diana Ross,7.0,a,1970_007,14.0,13.0,9.0,3.0,3:28
Ain't No Mountain High Enough,1967,Marvin Gaye,175.0,a,1967_175,12.0,9.0,0.0,2.0,2:28
Ain't No Sunshine,1971,Bill Withers,35.0,a,1971_035,16.0,12.0,6.0,2.0,2:04
Ain't No Sunshine,2009,Kris Allen,165.0,h,2009_165,2.0,1.0,0.0,1.0,2:12
Ain't Nobody,1983,Rufus,130.0,a,1983_130,19.0,8.0,0.0,3.0,4:05
Ain't Nobody,1996,Monica,48.0,a,1996_048b,19.0,,,,4:47
Ain't Nobody,1996,Diana King,302.0,a,1996_302,4.0,0.0,0.0,2.0,5:20
Ain't Nobody,1996,Faith Evans,220.0,a,1996_220,16.0,0.0,0.0,1.0,5:06
Ain't Nobody,1997,LL Cool J,168.0,a,1997_168,11.0,0.0,0.0,1.0,4:30
Ain't Nobody Home,1972,B.B. King,279.0,a,1972_279,12.0,0.0,0.0,1.0,2:59
Ain't Nobody Home,1966,Howard Tate,471.0,a,1966_471,7.0,0.0,0.0,1.0,2:25
Ain't Nothing Like The Real Thing,1977,Donny & Marie,134.0,a,1977_134,13.0,8.0,0.0,2.0,2:20
Ain't Nothing Like The Real Thing,1974,Aretha Franklin,266.0,a,1974_266,7.0,0.0,0.0,1.0,3:17
Ain't Nothing Like The Real Thing,1968,Marvin Gaye,80.0,a,1968_080,13.0,11.0,2.0,2.0,2:14
Ain't She Sweet,1964,"Beatles, The",174.0,a,1964_174,9.0,7.0,0.0,1.0,2:12
Ain't She Sweet,1949,Mr. Goon Bones & Mr. Ford,129.0,h,1949_131,7.0,,,1.0,2:51
Ain't She Sweet?,1927,Gene Austin,45.0,m,1927_045,6.0,,,,
Ain't She Sweet?,1927,Johnny Marvin,178.0,m,1927_178,2.0,,,,
Ain't She Sweet?,1927,Ben Bernie & His Orchestra,7.0,m,1927_007,12.0,,,4.0,
Ain't That Just Like A Woman,1946,Louis Jordan & His Tympany Five,223.0,h,1946_226,2.0,,,,2:50
Ain't That Just Like A Woman,1961,Fats Domino,259.0,a,1961_259,8.0,4.0,0.0,1.0,2:20
Ain't That Loving You (For More Reasons Than One),1972,Isaac Hayes,486.0,a,1972_486,4.0,0.0,0.0,2.0,4:22
Ain't That Loving You (For More Reasons Than One),1970,Luther Ingram,270.0,a,1970_270,9.0,0.0,0.0,1.0,3:12
Ain't That Peculiar,1972,Fanny,478.0,a,1972_478,3.0,0.0,0.0,2.0,3:39
Ain't That Peculiar,1965,Marvin Gaye,81.0,a,1965_081,12.0,9.0,4.0,3.0,2:50
Ain't That Peculiar,1975,Diamond Reo,275.0,a,1975_275,6.0,0.0,0.0,2.0,2:45
Ain't Too Proud To Beg,1966,"Temptations, The",145.0,a,1966_145,13.0,10.0,0.0,1.0,2:32
Ain't Too Proud To Beg,1974,"Rolling Stones, The",142.0,a,1974_142,10.0,7.0,0.0,2.0,3:29
Ain't Too Proud To Beg,1989,Rick Astley,369.0,a,1989_369,3.0,0.0,0.0,1.0,4:20
Ain't We Got Fun?,1921,Benson Orchestra of Chicago,106.0,m,1921_106,2.0,,,,
Ain't We Got Fun?,1922,Billy Jones,143.0,m,1922_143,1.0,,,,
Alabam,1960,Cowboy Copas,379.0,a,1960_379,12.0,0.0,0.0,1.0,2:14
Alabam,1960,Pat Boone,312.0,a,1960_312,8.0,0.0,0.0,1.0,2:22
Alabama Jubilee,1951,Red Foley,284.0,h,1951_287,1.0,,,1.0,2:45
Alabama Jubilee,1955,Ferko String Band,109.0,JB,1955_109,6.0,6.0,,1.0,2:00
Alabama Jubilee,1915,Arthur Collins & Byron Harlan,17.0,m,1915_017,6.0,,,,
Alabamy Bound,1925,Isham Jones & His Orchestra,122.0,m,1925_122,1.0,,,,
Alabamy Bound,1954,Mulcays,233.0,m,1954_240,1.0,,,,
Alabamy Bound,1925,Blossom Seeley,20.0,m,1925_020,7.0,,,1.0,
"Alexander the Swoose (Half Swan, Half Goose)",1941,"Art Kassel & His ""Kassels-in-the-Air""",215.0,m,1941_229,1.0,,,,
"Alexander the Swoose (Half Swan, Half Goose)",1941,Kay Kyser & His Orchestra,43.0,h,1941_029,4.0,,,,
Alexander's Ragtime Band,1911,Arthur Collins & Byron Harlan,1.0,m,1911_001,17.0,,,10.0,
Alexander's Ragtime Band,1912,Victor Military Band,39.0,m,1912_039,4.0,,,,
Alexander's Ragtime Band,1911,Billy Murray,19.0,m,1911_019,7.0,,,1.0,
Alexander's Ragtime Band,1912,Prince's Orchestra,31.0,m,1912_031,5.0,,,,
Alexander's Ragtime Band,1927,Bessie Smith,224.0,m,1927_224,1.0,,,,
Alexander's Ragtime Band,1938,Bing Crosby & Connee Boswell,20.0,m,1938_020,11.0,,,2.0,
Alexander's Ragtime Band,1947,Bing Crosby & Al Jolson,210.0,m,1947_212,2.0,,,,2:57
Alexander's Ragtime Band,1935,Boswell Sisters,126.0,m,1935_126,5.0,,,,
Alexander's Ragtime Band,1938,Boswell Sisters,76.0,m,1938_076,5.0,,,,
Alexander's Ragtime Band,1938,Ray Noble & His Orchestra,107.0,m,1938_107,4.0,,,,
Alexander's Ragtime Band,1937,Louis Armstrong,208.0,m,1937_208,2.0,,,,
Alfie,1968,Eivets Rednow,436.0,a,1968_436,6.0,0.0,0.0,1.0,3:11
Alfie,1967,Dionne Warwick,148.0,a,1967_148,17.0,9.0,0.0,2.0,2:43
Alfie,1966,Cher,288.0,a,1966_288,6.0,3.0,0.0,1.0,2:48
Alfie,1966,Cilla Black,675.0,a,1966_675,3.0,0.0,0.0,1.0,2:38
Alibis,1993,Tracy Lawrence,253.0,a,1993_253,12.0,0.0,0.0,1.0,2:56
Alibis,1984,Sergio Mendes,169.0,a,1984_169,19.0,7.0,0.0,2.0,3:59
Alice Blue Gown,1940,Ozzie Nelson & His Orchestra,207.0,m,1940_237,3.0,,,,
Alice Blue Gown,1940,Frankie Masters & His Orchestra,66.0,h,1940_050,13.0,,,,
Alice Blue Gown,1940,Glenn Miller & His Orchestra,242.0,m,1940_262,2.0,,,,
Alice Blue Gown,1920,Edith Day (Rosario Bourdon Orchestra),11.0,m,1920_011,9.0,,,1.0,
Alive,2013,Krewella,144.0,h,2013_144,20.0,4.0,0.0,1.0,4:50
Alive,1972,"Bee Gees, The",220.0,a,1972_220,7.0,4.0,0.0,1.0,4:00
Alive,2002,P.O.D.,158.0,y,2002_158,20.0,0.0,0.0,1.0,3:22
All Alone,1925,Cliff Edwards,70.0,m,1925_070,3.0,,,,
All Alone,1925,John McCormack,11.0,m,1925_011,8.0,,,2.0,
All Alone,1925,Ben Selvin & His Orchestra,135.0,m,1925_135,1.0,,,,
All Alone,1925,Paul Whiteman & His Orchestra,10.0,m,1925_010,9.0,,,3.0,
All Alone,1925,Al Jolson,6.0,m,1925_006,9.0,,,5.0,
All Alone,1911,Ada Jones & Billy Murray,18.0,m,1911_018,5.0,,,2.0,
All Alone,1911,Ada Jones & Walter Van Brunt,78.0,m,1911_078,2.0,,,,
All Alone,1925,Abe Lyman & His California Orchestra,124.0,m,1925_124,1.0,,,,
All Alone,1925,Lewis James,139.0,m,1925_139,1.0,,,,
All Around The World,2013,Justin Bieber,257.0,h,2013_257,6.0,0.0,0.0,1.0,4:04
All Around The World,2012,Justin Bieber,94.0,h,2012_094,3.0,1.0,0.0,1.0,4:04
All Around The World,1990,Lisa Stansfield,42.0,a,1990_042,22.0,14.0,7.0,3.0,4:16
All Ashore,1938,Jan Garber & His Orchestra,144.0,m,1938_144,4.0,,,,
All Ashore,1938,Sammy Kaye & His Orchestra,43.0,m,1938_043,13.0,,,,
All By Myself,1921,Benny Krueger & His Orchestra,70.0,m,1921_070,3.0,,,,
All By Myself,1997,Celine Dion,22.0,a,1997_022,20.0,11.0,5.0,2.0,3:51
All By Myself,1921,Ted Lewis & His Band,8.0,m,1921_008,12.0,,,4.0,
All By Myself,1921,Frank Crumit,53.0,m,1921_053,4.0,,,,
All By Myself,2011,Glee Cast,422.0,h,2011_422,1.0,0.0,0.0,1.0,4:07
All By Myself,1921,Aileen Stanley,65.0,m,1921_065,3.0,,,,
All By Myself,1976,Eric Carmen,30.0,a,1976_030,19.0,14.0,6.0,3.0,4:26
All By Myself,1921,Ben Selvin & His Orchestra,158.0,m,1921_158,1.0,,,,
All By Myself,1921,Vaughn De Leath,150.0,m,1921_150,1.0,,,,
All Cried Out,1986,Lisa Lisa & Cult Jam,88.0,a,1986_088,26.0,13.0,3.0,1.0,4:49
All Cried Out,1964,Dusty Springfield,308.0,a,1964_308,7.0,0.0,0.0,1.0,2:00
All Cried Out,1997,Allure,28.0,a,1997_028,25.0,24.0,8.0,1.0,4:32
All Cried Out,1996,Denine,240.0,a,1996_240,11.0,0.0,0.0,1.0,4:35
All For You,1943,King Cole Trio,100.0,h,1943_093,1.0,,,,
All For You,2001,Janet,1.0,y,2001_001,22.0,20.0,14.0,7.0,4:22
All For You,1997,Sister Hazel,57.0,a,1997_057,41.0,33.0,0.0,5.0,3:38
All God's Chillun Get Rhythm,1937,Duke Ellington & His Famous Orchestra,237.0,m,1937_237,2.0,,,,
All God's Chillun Get Rhythm,1937,Artie Shaw & His Orchestra,254.0,m,1937_254,3.0,,,,
All I Do Is Dream Of You,1934,Jan Garber & His Orchestra,14.0,m,1934_014,14.0,,,2.0,
All I Do Is Dream Of You,1953,Johnnie Ray,371.0,m,1953_371,1.0,,,,
All I Do Is Dream Of You,1934,Henry Busse & His Orchestra,127.0,m,1934_127,5.0,,,,
All I Do Is Dream Of You,1934,Freddy Martin & His Orchestra,157.0,m,1934_157,4.0,,,,
All I Ever Wanted,2008,Chuck Wicks,347.0,b,2008_347,4.0,0.0,0.0,1.0,3:29
All I Ever Wanted,2010,Kelly Clarkson,465.0,h,2010_465,6.0,0.0,0.0,2.0,3:59
All I Have,2003,Jennifer Lopez,7.0,y,2003_007,21.0,20.0,12.0,4.0,4:14
All I Have,1971,"Moments, The",347.0,a,1971_347,9.0,0.0,0.0,1.0,3:20
All I Have To Do Is Dream,1958,"Everly Brothers, The",4.0,DJ,1958_004,17.0,16.0,12.0,5.0,2:17
All I Have To Do Is Dream,1970,Bobbie Gentry,187.0,a,1970_187,10.0,6.0,0.0,1.0,2:32
All I Have To Do Is Dream,1981,Andy Gibb,243.0,a,1981_243,8.0,0.0,0.0,2.0,2:35
All I Have To Do Is Dream,1961,"Everly Brothers, The",653.0,a,1961_653,2.0,0.0,0.0,1.0,2:17
All I Have To Do Is Dream,1963,Richard Chamberlain,139.0,a,1963_139,12.0,7.0,0.0,1.0,2:22
All I Need,2003,Fat Joe,276.0,y,2003_276,8.0,0.0,0.0,2.0,4:00
All I Need,1985,Jack Wagner,31.0,a,1985_031,22.0,12.0,6.0,2.0,3:29
All I Need,1967,"Temptations, The",84.0,a,1967_084,10.0,8.0,3.0,1.0,3:14
All I Need,1987,Mtley Cre,359.0,a,1987_359,8.0,0.0,0.0,1.0,4:33
All I Really Want To Do,1965,Cher,155.0,a,1965_155,12.0,6.0,0.0,2.0,2:56
All I Really Want To Do,1965,"Byrds, The",316.0,a,1965_316,10.0,1.0,0.0,1.0,2:02
All I Want,1992,Toad The Wet Sprocket,88.0,a,1992_088,25.0,18.0,0.0,1.0,3:09
All I Want,1997,Susanna Hoffs,271.0,a,1997_271,12.0,0.0,0.0,1.0,3:17
All I Want,1997,702,129.0,a,1997_129,12.0,4.0,0.0,2.0,3:59
All I Want,1987,Howard Jones,330.0,a,1987_330,5.0,0.0,0.0,1.0,3:58
All I Want For Christmas (Is My Two Front Teeth),1949,Spike Jones & His City Slickers,169.0,h,1949_168,1.0,,,1.0,3:07
All I Want For Christmas (Is My Two Front Teeth),1948,Spike Jones & His City Slickers,12.0,h,1948_012,8.0,,,3.0,3:07
All I Want For Christmas Is You,1999,Mariah Carey,284.0,a,1999_284,1.0,0.0,0.0,1.0,4:00
All I Want For Christmas Is You,2011,Michael Buble,482.0,h,2011_482,1.0,0.0,0.0,1.0,2:51
All I Want For Christmas Is You,2013,Mariah Carey,117.0,h,2013_117,3.0,3.0,0.0,2.0,4:01
All I Want For Christmas Is You,2015,Mariah Carey,397.0,h,2015-035,3.0,2.0,0.0,1.0,4:01
All I Want For Christmas Is You,2013,Mariah Carey,98.0,h,2013_098,3.0,3.0,0.0,1.0,4:01
All I Want Is You,1989,U2,352.0,a,1989_352,4.0,0.0,0.0,1.0,4:14
All I Want Is You,1988,Carly Simon,248.0,a,1988_248,9.0,0.0,0.0,2.0,3:55
All I Want Is You,2010,Miguel,287.0,h,2010_287,14.0,0.0,0.0,1.0,4:58
All My Life,1990,Linda Ronstadt,114.0,a,1990_114,15.0,9.0,0.0,1.0,3:18
All My Life,1936,Teddy Wilson & His Orchestra,192.0,m,1936_192,2.0,,,,
All My Life,1983,Kenny Rogers,201.0,a,1983_201,11.0,3.0,0.0,2.0,3:49
All My Life,1998,K-Ci & JoJo,6.0,a,1998_006,36.0,34.0,12.0,3.0,5:29
All My Life,1936,Ted Fio Rito & His Orchestra,219.0,m,1936_219,2.0,,,,
All My Life,1936,Fats Waller,26.0,m,1936_026,11.0,,,1.0,
All My Life,2002,Foo Fighters,165.0,y,2002_165,20.0,0.0,0.0,1.0,4:23
All My Love,1950,Percy Faith & His Orchestra,73.0,h,1950_076,11.0,,,1.0,3:05
All My Love,1950,Dennis Day,225.0,h,1950_227,4.0,,,1.0,
All My Love,1950,Bing Crosby,115.0,h,1950_117,12.0,,,1.0,2:05
All My Love,1998,Queen Pen,117.0,a,1998_117,15.0,6.0,0.0,1.0,3:25
All My Love (Bolero),1950,Guy Lombardo & His Royal Canadians,102.0,h,1950_102,15.0,,,3.0,2:31
All My Love (Bolero),1950,Patti Page,9.0,h,1950_009,23.0,,,5.0,3:12
All My Loving,1964,"Hollyridge Strings, The",639.0,a,1964_639,1.0,0.0,0.0,1.0,2:08
All My Loving,1964,"Beatles, The",342.0,a,1964_342,6.0,0.0,0.0,1.0,2:05
All My Trials,1971,Ray Stevens,416.0,a,1971_416,6.0,0.0,0.0,1.0,2:58
All My Trials,1964,Dick and DeeDee,593.0,a,1964_593,3.0,0.0,0.0,1.0,2:51
All Night Long,1913,Ada Jones & Billy Murray,78.0,m,1913_077,3.0,,,,
All Night Long,1954,Rusty Bryant & The Carolyn Club Band,244.0,m,1954_251,1.0,,,,
All Night Long,1962,Sandy Nelson,471.0,a,1962_471,3.0,0.0,0.0,1.0,2:20
All Night Long,1980,Joe Walsh,127.0,a,1980_127,16.0,8.0,0.0,2.0,3:32
All Night Long,1984,Billy Squier,357.0,a,1984_357,3.0,0.0,0.0,1.0,3:39
All Night Long,1999,Faith Evans,53.0,a,1999_053,19.0,8.0,2.0,2.0,3:54
All Night Long,1956,Jo Stafford,499.0,Top,1956_499,1.0,0.0,0.0,1.0,2:44
All Or Nothing,1990,Milli Vanilli,59.0,a,1990_059,14.0,10.0,4.0,1.0,3:56
All Or Nothing,2001,O-Town,26.0,y,2001_026,20.0,16.0,6.0,1.0,4:09
All Or Nothing,1966,Patti LaBelle,504.0,a,1966_504,6.0,0.0,0.0,1.0,2:24
All Or Nothing,2010,Theory Of A Deadman,477.0,h,2010_477,1.0,0.0,0.0,1.0,3:30
All Over Nothing at All,1922,Nora Bayes,28.0,m,1922_028,5.0,,,,
All Over Nothing at All,1922,Billy Murray & Aileen Stanley,110.0,m,1922_110,1.0,,,,
All Over Nothing at All,1937,Ella Fitzgerald (Chick Webb Orchestra),365.0,m,1937_365,1.0,,,,
All Over The World,1963,"Nat ""King"" Cole",290.0,a,1963_290,9.0,0.0,0.0,1.0,2:22
All Over The World,1980,Electric Light Orchestra,97.0,a,1980_097,16.0,9.0,0.0,2.0,4:04
All Right Now,1975,Lea Roberts,504.0,a,1975_504,3.0,0.0,0.0,2.0,3:00
All Right Now,1970,Free,48.0,a,1970_048,16.0,13.0,6.0,1.0,4:14
All Right Now,1985,Rod Stewart,327.0,a,1985_327,6.0,0.0,0.0,1.0,3:55
All Right Now,1988,Pepsi and Shirlie,292.0,a,1988_292,6.0,0.0,0.0,1.0,3:36
All Shook Up,1992,Billy Joel,345.0,a,1992_345,3.0,0.0,0.0,1.0,2:05
All Shook Up,1957,Elvis Presley,1.0,JB,1957_001,30.0,22.0,15.0,9.0,1:58
All Shook Up,1974,Suzi Quatro,433.0,a,1974_433,3.0,0.0,0.0,2.0,3:48
All Summer Long,2008,Hit Masters,101.0,b,2008_101,5.0,2.0,0.0,1.0,3:48
All Summer Long,2008,"Rock Heroes, The",137.0,b,2008_137,15.0,2.0,0.0,1.0,4:56
All Summer Long,2008,Kid Rock,113.0,b,2008_113,20.0,12.0,0.0,1.0,3:45
All The Right Moves,1983,Jennifer Warnes,426.0,a,1983_426,4.0,0.0,0.0,1.0,3:43
All The Right Moves,2010,OneRepublic,87.0,h,2010_087,34.0,13.0,0.0,2.0,3:58
All The Things She Said,1986,Simple Minds,185.0,a,1986_185,13.0,6.0,0.0,1.0,3:56
All The Things She Said,2003,t.A.T.u.,86.0,y,2003_086,20.0,9.0,0.0,2.0,3:26
All The Way,1958,Frank Sinatra,30.0,DJ,1958_030,30.0,17.0,11.0,1.0,2:50
All The Way,1990,Calloway,277.0,a,1990_277,7.0,0.0,0.0,2.0,3:27
All This Time,1989,Tiffany,76.0,a,1989_076,21.0,14.0,3.0,1.0,4:18
All This Time,1991,Sting,62.0,a,1991_062,15.0,9.0,3.0,1.0,4:44
All This and Heaven Too,1940,Jimmy Dorsey & His Orchestra,102.0,h,1940_146,6.0,,,,
All This and Heaven Too,1940,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra),149.0,h,1940_097,2.0,,,,
All This and Heaven Too,1940,Jack Leonard,298.0,h,1940_149,1.0,,,,
