Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,B-Side,Track,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week,77th Week,78th Week,79th Week,80th Week,81st Week,82nd Week,83rd Week,84th Week,85th Week,86th Week,87th Week,88th Week,89th Week,90th Week,91st Week
1940,,h,1940_103,,,,,-1,,Charlie Barnet & His Orch,"Barnet, Charlie Orch",,,,,Breeze And I,,,,,,,,Bluebid 10696,,,,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,h,1940_116,,,,,-1,,Dinah Shore,"Shore, Dinah",,,,,Maybe,,,,,,,,Bluebird 10793,,,,Vocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,h,1940_138,,,,,-1,,Bing Crosby,"Crosby, Bing",,,,,Silent Night (1940 version),,,,,,,,Decca 621,,,,Vocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,h,1940_142,,,,,-1,,Wayne King,"King, Wayne",,,,,Where was I,,,,,,,,Victor 26424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,h,1940_145,,,,,-1,,Cats & the Fiddle,Cats & the Fiddle,,,,,I Miss You So,,,,,,,,Bluebird 8429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,h,1940_152,,,,,-1,,Dick Todd,"Todd, Dick",,,,,Nightingale Sang In Berkeley Square,,,,,,,,Bluebird 10912,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album,,,,,,,,Decca 2095-2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228a,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - Tinker Polka,,,,,,,,Decca 2095A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228b,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - Mariechen Waltz,,,,,,,,Decca 2095B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228c,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - Cuckoo Waltz,,,,,,,,Decca 2096A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228d,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - Muziky Muziky Polka,,,,,,,,Decca 2096B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228e,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - Old Memories,,,,,,,,Decca 2097A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228f,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - Our Katy,,,,,,,,Decca 2097B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228g,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - Herr Schmidt,,,,,,,,Decca 2098A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228h,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - The Dancing Hour,,,,,,,,Decca 2098B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228i,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - Oh Susannah,,,,,,,,Decca 2099A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,228.0,m,1938_228j,1.0,,,,12,,"Freddie ""Schnickelfritz"" Fisher & His Orchestra","Fisher, Freddie Orch",,,,,Old-Time Dance Album - They're Off,,,,,,,,Decca 2099B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,60.0,m,1933_060a,4.0,,,,6,,George Burns & Gracie Allen,"Burns, George & Allen, Gracie",,,,,"Burns and Allen Dialog, Part 1",,,,,,,,Columbia 2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,60.0,m,1933_060b,4.0,,,,6,,George Burns & Gracie Allen,"Burns, George & Allen, Gracie",,,,,"Burns and Allen Dialog, Part 2",,,,,,,,Columbia 2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,231.0,m,1932_231a,1.0,,,,20,,Red Nichols & His Five Pennies,"Nichols, Red & Five Pennies",,"(voc Boswell Sisters, Art Jarrett, Sid Garry)",,,California Medley - Part 1,,,,,,,,Brunswick 20107a,,,,,Label shows 'California',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,231.0,m,1932_231b,1.0,,,,20,,Red Nichols & His Five Pennies,"Nichols, Red & Five Pennies",,"(voc Boswell Sisters, Art Jarrett, Sid Garry)",,,California Medley - Part 2,,,,,,,,Brunswick 20107b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,198.0,m,1931_198a,2.0,,,,18,,Duke Ellington & His Famous Orchestra,"Ellington, Duke Orch",,,,,"Creol Rhapsody, Part 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,198.0,m,1931_198b,2.0,,,,18,,Duke Ellington & His Famous Orchestra,"Ellington, Duke Orch",,,,,"Creol Rhapsody, Part 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,65.0,m,1929_065a,5.0,,,,6,,Guy Lombardo & His Royal Canadians,"Lombardo, Guy Orch",,,,,College Medley Fox Trot (The Big Ten) Part 1,,,,,,,,Columbia 1996a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,65.0,m,1929_065b,5.0,,,,6,,Guy Lombardo & His Royal Canadians,"Lombardo, Guy Orch",,,,,College Medley Fox Trot (The Big Ten) Part 2,,,,,,,,Columbia 1996b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,110.0,m,1929_110a,5.0,,,,10,,Paul Whiteman & His Orchestra,"Whiteman, Paul Orch",,,,,"Concerto in F, Part 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,110.0,m,1929_110b,5.0,,,,10,,Paul Whiteman & His Orchestra,"Whiteman, Paul Orch",,,,,"Concerto in F, Part 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,77.0,m,1927_077a,5.0,,,,7,,Paul Whiteman & His Orchestra with George Gershwin,"Whiteman, Paul Orch",,,,,"Rhapsody in Blue, Part 1",,,,,,,,Victor 35822A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,77.0,m,1927_077b,5.0,,,,7,,Paul Whiteman & His Orchestra with George Gershwin,"Whiteman, Paul Orch",,,,,"Rhapsody in Blue, Part 2",,,,,,,,Victor 35822B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,239.0,m,1927_239a,1.0,,,,19,,"Philadelphia Orchestra (Leopold Stokowski, Conductor)",Philadelphia Orch,,,,,"Afternoon of a Faun, Part 1",,,,,,,,Victor 6696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,239.0,m,1927_239b,1.0,,,,19,,"Philadelphia Orchestra (Leopold Stokowski, Conductor)",Philadelphia Orch,,,,,"Afternoon of a Faun, Part 2",,,,,,,,Victor 6696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,105.0,m,1925_105a,2.0,,,,9,,"Philadelphia Orchestra (Leopold Stokowski, Conductor)",Philadelphia Orch,,,,,"The Fire Bird, Part 1",,,,,,,,Victor 6492,,,,,,,,2025-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,105.0,m,1925_105b,2.0,,,,9,,"Philadelphia Orchestra (Leopold Stokowski, Conductor)",Philadelphia Orch,,,,,"The Fire Bird, Part 2",,,,,,,,Victor 6492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,146.0,m,1918_146a,1.0,,,,10,,Lieutenant Gitz Rice of the First Canadians & Henry Burr,"Rice, Lt. Gitz",,,,,Life in a Trench in Belgium (Part 1),,,,,,,,Columbia A2410,,,,,,,,2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,146.0,m,1918_146b,1.0,,,,10,,Lieutenant Gitz Rice of the First Canadians & Henry Burr,"Rice, Lt. Gitz",,,,,Life in a Trench in Belgium (Part 2),,,,,,,,Columbia A2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,84.0,m,1917_084a,2.0,,,,6,,Prince's Orchestra,Prince's Orch,,,,,"Marche Slave, Part 1",,,,,,,,Columbia 5933,,,,,,,,2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,84.0,m,1917_084b,2.0,,,,6,,Prince's Orchestra,Prince's Orch,,,,,"Marche Slave, Part 2",,,,,,,,Columbia 5933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,114.0,m,1916_114a,1.0,,,,8,,Regimental Band of H.M. Grenadier Guards,Regimental Band of H. M. Grenadier Guards,,,,,"1812 Overture, Part 1",,,,,,,,Columbia 5874,,,,,,,,2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,114.0,m,1916_114b,1.0,,,,8,,Regimental Band of H.M. Grenadier Guards,Regimental Band of H. M. Grenadier Guards,,,,,"1813 Overture, Part 2",,,,,,,,Columbia 5874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,43.0,m,1915_043a,4.0,,,,4,,Victor Mixed Chorus,Victor Mixed Chorus,,,,,"Songs of the Past, Part 1",,,,,,,,Victor 35477,,,,,,,,2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,43.0,m,1915_043b,4.0,,,,4,,Victor Mixed Chorus,Victor Mixed Chorus,,,,,"Songs of the Past, Part 2",,,,,,,,Victor 35477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
